Epoch,Loss,Accuracy
1,2.471921443939209,0.3203125
2,1.8870959281921387,0.47265625
3,1.6224621534347534,0.5283203125
4,1.4495795965194702,0.5615234375
5,1.323584794998169,0.5869140625
6,1.2337318658828735,0.6171875
7,1.1762886047363281,0.630859375
8,1.1277709007263184,0.65625
9,1.059502363204956,0.67578125
10,1.0309081077575684,0.6708984375
11,0.9790979623794556,0.685546875
12,0.952606201171875,0.6923828125
13,0.9245845079421997,0.705078125
14,0.8934873342514038,0.70703125
15,0.8566768169403076,0.71875
16,0.8108966946601868,0.7421875
17,0.7985405325889587,0.73828125
18,0.7896991968154907,0.7470703125
19,0.772205114364624,0.740234375
20,0.7674013376235962,0.740234375
21,0.7387667894363403,0.765625
22,0.7317856550216675,0.7587890625
23,0.700232744216919,0.7685546875
24,0.6875194907188416,0.779296875
25,0.6679994463920593,0.7802734375
26,0.6784657835960388,0.791015625
27,0.6577984094619751,0.7705078125
28,0.6111392974853516,0.80078125
29,0.6381406784057617,0.7939453125
30,0.6111941933631897,0.80859375
31,0.5931134223937988,0.7939453125
32,0.5782448053359985,0.8125
33,0.5851460099220276,0.8046875
34,0.5628204345703125,0.810546875
35,0.5614660978317261,0.8193359375
36,0.5217726826667786,0.826171875
37,0.5239863991737366,0.8232421875
38,0.5206969380378723,0.8212890625
39,0.48869991302490234,0.837890625
40,0.49491333961486816,0.8291015625
41,0.45830249786376953,0.8427734375
42,0.4650971591472626,0.8525390625
43,0.4351955056190491,0.84375
44,0.465849369764328,0.841796875
45,0.4233943819999695,0.853515625
46,0.44566795229911804,0.8525390625
47,0.4252091348171234,0.8603515625
48,0.4093993306159973,0.873046875
49,0.38849228620529175,0.8642578125
50,0.4110921025276184,0.8671875
51,0.40722355246543884,0.8681640625
52,0.406936377286911,0.8544921875
53,0.403982549905777,0.861328125
54,0.3705519437789917,0.8642578125
55,0.3545566499233246,0.88671875
56,0.35778290033340454,0.8798828125
57,0.35278093814849854,0.88671875
58,0.35511329770088196,0.8818359375
59,0.33576154708862305,0.890625
60,0.3692110776901245,0.8642578125
61,0.33284664154052734,0.8837890625
62,0.343197762966156,0.8828125
63,0.3137812614440918,0.892578125
64,0.3360755443572998,0.888671875
65,0.3350164592266083,0.884765625
66,0.32633915543556213,0.896484375
67,0.30680155754089355,0.896484375
68,0.29173150658607483,0.9033203125
69,0.2941257357597351,0.896484375
70,0.2817540168762207,0.9052734375
71,0.32361286878585815,0.890625
72,0.27297574281692505,0.9111328125
73,0.2618766129016876,0.9111328125
74,0.27823615074157715,0.904296875
75,0.2790576219558716,0.9130859375
76,0.2868669629096985,0.90625
77,0.2715288996696472,0.91015625
78,0.2648674547672272,0.9150390625
79,0.3000706136226654,0.9072265625
80,0.27127695083618164,0.904296875
81,0.3097599744796753,0.89453125
82,0.2669461965560913,0.91015625
83,0.2630300223827362,0.9091796875
84,0.30535781383514404,0.896484375
85,0.28499215841293335,0.9150390625
86,0.27528563141822815,0.9111328125
87,0.2704184055328369,0.9033203125
88,0.2589849829673767,0.9189453125
89,0.25946199893951416,0.91015625
90,0.25827834010124207,0.9140625
91,0.25097066164016724,0.91796875
92,0.2747690677642822,0.9091796875
93,0.2484883964061737,0.9208984375
94,0.2808842957019806,0.9091796875
95,0.24974410235881805,0.9150390625
96,0.23408132791519165,0.9208984375
97,0.25115716457366943,0.9189453125
98,0.28345751762390137,0.90625
99,0.2555447816848755,0.9248046875
100,0.260553240776062,0.9091796875
